age,age_cat,race,sex,priors_count,c_charge_degree,juv_fel_count,juv_misd_count,juv_other_count,decile_score,score_text,two_year_recid
38,25 - 45,African-American,Male,0,F,0,0,0,5,Medium,0
27,25 - 45,Caucasian,Male,1,M,0,0,0,3,Low,1
26,25 - 45,Hispanic,Male,7,F,0,0,0,5,Medium,1
52,Greater than 45,Hispanic,Male,20,F,0,0,0,3,Low,0
66,Greater than 45,African-American,Male,33,F,0,0,0,6,Medium,1
27,25 - 45,Caucasian,Male,2,F,0,0,0,5,Medium,0
51,Greater than 45,Caucasian,Male,1,M,0,0,0,1,Low,0
35,25 - 45,Caucasian,Male,1,F,0,0,0,2,Low,0
52,Greater than 45,Caucasian,Male,4,M,0,0,0,3,Low,0
48,Greater than 45,Other,Male,12,F,0,0,0,5,Medium,0
26,25 - 45,African-American,Female,0,M,0,0,0,2,Low,0
48,Greater than 45,Caucasian,Female,0,M,0,0,0,1,Low,0
30,25 - 45,Hispanic,Male,7,M,0,0,0,4,Low,0
28,25 - 45,Other,Male,2,M,0,0,0,1,Low,0
33,25 - 45,African-American,Male,2,M,0,0,0,3,Low,0
34,25 - 45,African-American,Female,6,F,0,0,0,4,Low,0
25,25 - 45,Other,Male,0,M,0,0,0,1,Low,0
59,Greater than 45,African-American,Male,10,F,0,0,0,7,Medium,1
29,25 - 45,African-American,Male,5,F,0,0,0,5,Medium,1
24,Less than 25,Caucasian,Male,0,F,0,0,0,2,Low,0
48,Greater than 45,Caucasian,Male,1,F,0,0,0,7,Medium,1
52,Greater than 45,African-American,Male,4,M,0,0,0,5,Medium,0
20,Less than 25,African-American,Male,0,F,0,0,0,4,Low,1
25,25 - 45,Caucasian,Male,4,F,0,0,0,4,Low,1
24,Less than 25,Caucasian,Male,0,F,0,0,0,2,Low,0
23,Less than 25,Caucasian,Male,0,M,0,0,0,9,High,0
27,25 - 45,Caucasian,Male,6,F,0,1,3,4,Low,0
25,25 - 45,African-American,Male,1,M,0,1,0,3,Low,1
31,25 - 45,African-American,Male,0,F,0,0,0,2,Low,0
25,25 - 45,African-American,Male,6,F,0,1,0,4,Low,1
32,25 - 45,Caucasian,Male,1,F,0,0,0,1,Low,1
21,Less than 25,Caucasian,Male,0,F,0,0,0,3,Low,1
37,25 - 45,Other,Male,1,F,0,0,0,1,Low,0
25,25 - 45,Caucasian,Male,0,F,0,0,0,3,Low,0
32,25 - 45,Hispanic,Male,20,F,1,1,0,10,High,0
35,25 - 45,African-American,Male,0,F,0,0,0,7,Medium,0
42,25 - 45,African-American,Male,14,F,0,0,0,7,Medium,1
24,Less than 25,Caucasian,Male,9,M,0,0,1,10,High,1
21,Less than 25,Hispanic,Male,0,F,0,0,0,6,Medium,1
47,Greater than 45,Caucasian,Male,1,M,0,0,0,1,Low,0
27,25 - 45,African-American,Male,5,F,0,0,0,9,High,1
43,25 - 45,Hispanic,Male,2,M,0,0,0,1,Low,1
46,Greater than 45,Caucasian,Male,2,F,0,0,0,6,Medium,1
44,25 - 45,African-American,Male,1,M,0,0,0,3,Low,0
23,Less than 25,Caucasian,Male,2,F,0,0,0,2,Low,0
42,25 - 45,African-American,Male,8,F,0,0,0,5,Medium,0
58,Greater than 45,African-American,Male,6,F,0,0,0,6,Medium,0
26,25 - 45,African-American,Male,3,F,0,0,1,6,Medium,0
48,Greater than 45,Other,Female,0,F,0,0,0,1,Low,0
39,25 - 45,African-American,Male,3,F,0,0,0,3,Low,1
21,Less than 25,African-American,Male,3,F,0,2,0,5,Medium,1
63,Greater than 45,Caucasian,Male,1,M,0,0,0,1,Low,0
22,Less than 25,African-American,Male,3,F,0,1,0,7,Medium,1
50,Greater than 45,African-American,Male,3,M,0,0,0,3,Low,0
38,25 - 45,African-American,Male,0,F,0,0,0,1,Low,0
41,25 - 45,Caucasian,Male,1,F,0,0,0,6,Medium,0
28,25 - 45,African-American,Male,16,F,8,0,1,8,High,1
30,25 - 45,African-American,Female,0,M,0,0,0,3,Low,0
23,Less than 25,African-American,Male,1,F,0,0,0,5,Medium,0
25,25 - 45,Caucasian,Male,2,F,0,0,0,4,Low,1
40,25 - 45,Caucasian,Male,5,F,0,0,0,4,Low,0
24,Less than 25,Hispanic,Male,8,F,0,0,0,8,High,0
27,25 - 45,African-American,Male,5,M,0,0,0,4,Low,1
44,25 - 45,Caucasian,Male,11,M,0,0,0,3,Low,0
35,25 - 45,African-American,Female,6,F,0,0,0,2,Low,1
42,25 - 45,Caucasian,Male,0,M,0,0,0,1,Low,0
38,25 - 45,African-American,Male,15,F,0,0,0,7,Medium,0
26,25 - 45,Hispanic,Male,4,F,0,0,0,6,Medium,0
25,25 - 45,African-American,Female,0,M,0,0,0,3,Low,0
64,Greater than 45,Hispanic,Male,1,F,0,0,0,1,Low,0
49,Greater than 45,Caucasian,Female,2,M,0,0,0,1,Low,1
50,Greater than 45,Caucasian,Male,5,F,0,0,0,1,Low,1
66,Greater than 45,Caucasian,Male,0,M,0,0,0,1,Low,1
46,Greater than 45,Caucasian,Female,0,M,0,0,0,1,Low,0
30,25 - 45,African-American,Male,5,F,0,0,1,6,Medium,1
22,Less than 25,Caucasian,Female,0,M,0,0,0,3,Low,0
23,Less than 25,Caucasian,Male,1,M,0,0,0,4,Low,0
30,25 - 45,Other,Male,0,M,0,0,0,6,Medium,1
31,25 - 45,Hispanic,Male,0,M,0,0,0,1,Low,0
31,25 - 45,Other,Male,1,F,0,0,0,2,Low,0
25,25 - 45,African-American,Male,0,M,0,0,0,3,Low,0
21,Less than 25,Caucasian,Female,0,F,0,0,0,7,Medium,0
27,25 - 45,African-American,Male,0,M,0,0,0,2,Low,0
20,Less than 25,Hispanic,Male,0,M,0,0,0,2,Low,1
32,25 - 45,Hispanic,Male,1,F,0,0,0,1,Low,0
24,Less than 25,Caucasian,Female,0,F,0,0,1,5,Medium,0
20,Less than 25,African-American,Male,1,F,1,0,0,3,Low,0
31,25 - 45,African-American,Male,3,M,0,0,0,8,High,1
27,25 - 45,African-American,Male,3,M,0,0,0,7,Medium,1
40,25 - 45,African-American,Male,0,F,0,0,0,2,Low,0
22,Less than 25,African-American,Male,11,F,0,0,0,10,High,1
38,25 - 45,African-American,Female,1,F,0,0,0,1,Low,0
36,25 - 45,Hispanic,Male,1,M,0,0,0,10,High,1
30,25 - 45,African-American,Male,1,M,0,0,0,7,Medium,0
27,25 - 45,Caucasian,Male,6,F,0,0,0,6,Medium,1
59,Greater than 45,Caucasian,Female,0,M,0,0,0,1,Low,0
37,25 - 45,Caucasian,Male,2,M,0,0,0,1,Low,0
28,25 - 45,African-American,Male,5,M,0,0,0,7,Medium,1
38,25 - 45,Caucasian,Male,0,F,0,0,0,1,Low,0
22,Less than 25,African-American,Male,0,F,0,0,1,8,High,1
25,25 - 45,African-American,Male,4,F,0,0,0,5,Medium,1
51,Greater than 45,Caucasian,Male,0,M,0,0,0,1,Low,0
29,25 - 45,Caucasian,Male,2,M,0,0,0,2,Low,1
28,25 - 45,African-American,Male,10,F,0,0,0,3,Low,0
55,Greater than 45,African-American,Male,9,M,0,0,0,3,Low,1
23,Less than 25,Caucasian,Female,3,F,0,0,0,10,High,0
22,Less than 25,African-American,Female,0,M,0,0,0,5,Medium,0
19,Less than 25,Caucasian,Female,2,F,0,0,0,10,High,1
31,25 - 45,African-American,Male,1,M,0,0,0,1,Low,0
29,25 - 45,African-American,Male,0,M,0,0,0,1,Low,0
61,Greater than 45,African-American,Male,15,F,0,0,0,6,Medium,1
31,25 - 45,Hispanic,Male,0,M,0,0,0,2,Low,0
20,Less than 25,African-American,Male,4,F,0,1,1,9,High,1
26,25 - 45,Caucasian,Male,3,F,0,0,0,7,Medium,1
27,25 - 45,Caucasian,Male,5,M,0,0,0,9,High,0
25,25 - 45,Caucasian,Male,1,F,0,0,0,5,Medium,0
23,Less than 25,Caucasian,Male,3,F,0,2,0,5,Medium,1
38,25 - 45,African-American,Male,0,F,0,0,0,1,Low,0
27,25 - 45,African-American,Male,18,F,0,2,1,9,High,1
35,25 - 45,Caucasian,Female,0,F,0,0,0,3,Low,1
22,Less than 25,Other,Male,0,F,0,0,0,9,High,0
58,Greater than 45,African-American,Female,4,F,0,0,0,2,Low,1
57,Greater than 45,Caucasian,Female,0,M,0,0,0,4,Low,1
21,Less than 25,African-American,Male,0,F,0,0,1,3,Low,0
22,Less than 25,African-American,Female,0,F,0,0,0,8,High,0
30,25 - 45,African-American,Male,0,F,0,0,0,2,Low,0
30,25 - 45,African-American,Male,8,F,0,0,0,8,High,1
31,25 - 45,African-American,Female,10,F,0,0,0,6,Medium,0
45,Greater than 45,Caucasian,Female,1,F,0,0,0,6,Medium,0
39,25 - 45,Caucasian,Male,2,F,0,0,0,2,Low,1
31,25 - 45,African-American,Male,0,F,0,0,0,8,High,1
22,Less than 25,African-American,Male,1,F,0,0,0,4,Low,1
27,25 - 45,African-American,Male,13,F,0,0,0,7,Medium,1
38,25 - 45,Caucasian,Male,1,F,0,0,0,1,Low,1
31,25 - 45,African-American,Male,23,F,0,0,0,10,High,1
47,Greater than 45,African-American,Male,20,F,0,0,0,9,High,0
22,Less than 25,African-American,Male,3,F,0,1,0,7,Medium,0
35,25 - 45,African-American,Male,1,M,0,0,1,9,High,1
23,Less than 25,Hispanic,Male,2,M,0,0,0,6,Medium,1
65,Greater than 45,African-American,Male,2,M,0,0,0,2,Low,1
35,25 - 45,African-American,Male,0,M,0,0,0,4,Low,0
33,25 - 45,African-American,Female,0,F,0,0,0,3,Low,0
53,Greater than 45,Caucasian,Male,1,M,0,0,0,1,Low,0
52,Greater than 45,Hispanic,Male,0,F,0,0,0,1,Low,0
21,Less than 25,African-American,Male,0,F,0,0,0,5,Medium,0
37,25 - 45,African-American,Male,11,F,0,0,0,4,Low,0
30,25 - 45,Other,Male,4,M,0,0,0,9,High,1
54,Greater than 45,Other,Male,0,F,0,0,0,1,Low,0
31,25 - 45,African-American,Female,0,M,0,0,0,1,Low,0
59,Greater than 45,Caucasian,Female,2,F,0,0,0,3,Low,0
27,25 - 45,African-American,Male,0,M,0,0,0,2,Low,0
36,25 - 45,African-American,Male,0,M,0,0,0,7,Medium,1
46,Greater than 45,African-American,Male,17,F,0,0,0,9,High,1
22,Less than 25,African-American,Male,3,F,0,0,1,9,High,0
28,25 - 45,Caucasian,Female,0,M,0,0,0,2,Low,0
34,25 - 45,Caucasian,Female,15,F,0,0,1,9,High,1
29,25 - 45,Hispanic,Male,7,F,0,0,0,9,High,1
23,Less than 25,African-American,Male,2,M,0,0,1,10,High,1
27,25 - 45,African-American,Male,3,F,0,0,0,4,Low,0
21,Less than 25,Asian,Male,0,F,0,0,1,6,Medium,1
48,Greater than 45,Caucasian,Male,3,F,0,0,0,1,Low,1
31,25 - 45,African-American,Male,5,F,0,0,0,7,Medium,0
36,25 - 45,African-American,Male,4,M,0,1,0,5,Medium,0
44,25 - 45,African-American,Male,14,F,0,0,0,8,High,1
53,Greater than 45,Caucasian,Male,2,F,0,0,0,1,Low,0
33,25 - 45,African-American,Male,3,M,0,0,0,2,Low,1
47,Greater than 45,Caucasian,Male,2,F,0,0,0,5,Medium,1
57,Greater than 45,African-American,Male,20,F,0,0,0,7,Medium,1
28,25 - 45,African-American,Male,2,M,0,0,0,4,Low,0
24,Less than 25,African-American,Male,1,M,0,0,0,6,Medium,0
44,25 - 45,African-American,Male,1,F,0,0,0,1,Low,0
46,Greater than 45,African-American,Male,0,F,0,0,0,1,Low,0
37,25 - 45,African-American,Male,6,F,0,0,0,3,Low,0
26,25 - 45,African-American,Male,10,M,0,0,0,6,Medium,1
27,25 - 45,African-American,Male,10,F,0,1,0,8,High,1
40,25 - 45,Caucasian,Male,1,F,0,0,0,2,Low,0
60,Greater than 45,Caucasian,Female,9,F,0,0,0,3,Low,1
53,Greater than 45,Caucasian,Male,1,F,0,0,0,1,Low,0
28,25 - 45,African-American,Male,0,F,0,0,0,1,Low,0
23,Less than 25,Hispanic,Male,0,M,0,0,0,4,Low,0
46,Greater than 45,Caucasian,Female,2,F,0,0,0,8,High,0
23,Less than 25,African-American,Male,0,F,0,0,0,5,Medium,1
50,Greater than 45,African-American,Male,18,F,0,0,0,8,High,1
45,Greater than 45,African-American,Male,0,M,0,0,0,1,Low,0
22,Less than 25,African-American,Male,1,F,0,0,0,5,Medium,0
26,25 - 45,Caucasian,Male,1,F,0,0,0,2,Low,1
62,Greater than 45,Caucasian,Male,0,F,0,0,0,1,Low,0
34,25 - 45,Caucasian,Male,0,M,0,0,0,1,Low,1
24,Less than 25,Hispanic,Male,1,F,0,0,0,10,High,0
21,Less than 25,Caucasian,Male,0,M,0,0,0,2,Low,0
25,25 - 45,Caucasian,Male,0,F,0,0,0,2,Low,1
68,Greater than 45,Caucasian,Male,0,M,0,0,0,1,Low,0
21,Less than 25,Caucasian,Male,1,F,0,0,0,3,Low,0
37,25 - 45,Hispanic,Female,1,F,0,0,0,3,Low,0
22,Less than 25,African-American,Male,0,F,0,0,0,8,High,0
42,25 - 45,Caucasian,Male,1,F,0,0,0,1,Low,0
22,Less than 25,Caucasian,Male,1,F,0,1,1,4,Low,1
45,Greater than 45,African-American,Male,0,F,0,0,0,4,Low,1
36,25 - 45,African-American,Female,4,F,0,0,0,10,High,1
48,Greater than 45,African-American,Male,2,F,0,0,0,6,Medium,0
23,Less than 25,African-American,Male,6,F,0,0,1,9,High,1
24,Less than 25,African-American,Male,0,F,0,0,0,8,High,0
29,25 - 45,African-American,Male,0,F,0,0,0,2,Low,0
24,Less than 25,African-American,Male,0,F,0,0,0,3,Low,0
50,Greater than 45,African-American,Male,11,F,0,0,0,9,High,0
34,25 - 45,African-American,Male,10,F,0,1,0,7,Medium,1
23,Less than 25,African-American,Male,0,F,0,0,0,2,Low,0
22,Less than 25,Caucasian,Female,0,M,0,0,0,5,Medium,0
36,25 - 45,Other,Male,0,F,0,0,0,1,Low,0
30,25 - 45,Caucasian,Male,22,F,0,0,0,5,Medium,1
21,Less than 25,African-American,Male,0,F,0,0,0,10,High,1
53,Greater than 45,Caucasian,Female,0,F,0,0,0,1,Low,0
25,25 - 45,African-American,Male,7,M,0,1,1,5,Medium,1
25,25 - 45,African-American,Female,1,M,0,0,0,9,High,0
71,Greater than 45,African-American,Male,8,F,0,0,0,1,Low,0
39,25 - 45,African-American,Male,10,M,0,4,0,9,High,0
37,25 - 45,African-American,Female,0,F,0,0,0,5,Medium,0
20,Less than 25,African-American,Male,0,F,0,0,2,5,Medium,1
29,25 - 45,African-American,Female,3,F,0,0,0,5,Medium,0
22,Less than 25,African-American,Male,2,F,0,0,0,5,Medium,1
26,25 - 45,African-American,Male,4,F,0,0,0,7,Medium,1
47,Greater than 45,African-American,Female,19,F,0,0,0,10,High,1
21,Less than 25,Other,Male,1,F,0,0,0,4,Low,1
23,Less than 25,Other,Female,0,M,0,0,0,10,High,0
20,Less than 25,Caucasian,Female,1,F,0,0,0,8,High,1
23,Less than 25,African-American,Female,0,F,0,0,0,2,Low,0
27,25 - 45,Native American,Male,3,M,0,0,0,7,Medium,0
53,Greater than 45,African-American,Female,0,F,0,0,0,1,Low,0
23,Less than 25,African-American,Female,0,F,0,0,0,7,Medium,0
26,25 - 45,African-American,Male,5,F,0,0,1,7,Medium,1
25,25 - 45,African-American,Male,6,F,0,0,0,6,Medium,0
23,Less than 25,Other,Male,2,M,0,0,0,4,Low,0
27,25 - 45,African-American,Male,4,F,0,0,0,9,High,1
29,25 - 45,African-American,Male,1,M,0,0,0,4,Low,0
27,25 - 45,Other,Male,1,F,0,0,0,2,Low,1
28,25 - 45,Hispanic,Male,0,F,0,0,0,2,Low,0
31,25 - 45,African-American,Male,0,M,0,0,0,2,Low,0
41,25 - 45,African-American,Male,8,F,0,0,0,6,Medium,1
25,25 - 45,Caucasian,Male,0,M,0,0,0,2,Low,0
47,Greater than 45,Caucasian,Male,0,M,0,0,0,1,Low,0
37,25 - 45,African-American,Male,4,F,0,0,0,2,Low,0
35,25 - 45,African-American,Female,4,F,0,0,0,5,Medium,0
24,Less than 25,Caucasian,Male,1,M,0,0,0,4,Low,1
21,Less than 25,Caucasian,Male,2,F,0,2,1,9,High,1
22,Less than 25,Caucasian,Male,0,F,0,0,0,4,Low,1
57,Greater than 45,African-American,Male,11,F,0,0,0,6,Medium,0
48,Greater than 45,Caucasian,Male,0,F,0,0,0,7,Medium,0
36,25 - 45,Other,Male,0,F,0,0,0,1,Low,0
37,25 - 45,African-American,Female,3,F,0,0,0,7,Medium,0
31,25 - 45,Caucasian,Male,0,M,0,0,0,1,Low,0
22,Less than 25,African-American,Male,1,F,0,1,0,9,High,1
31,25 - 45,Caucasian,Male,2,M,0,0,0,3,Low,0
24,Less than 25,African-American,Male,0,F,0,0,0,5,Medium,1
32,25 - 45,African-American,Male,22,F,0,0,1,9,High,1
23,Less than 25,Other,Female,0,M,0,0,0,4,Low,0
63,Greater than 45,African-American,Male,0,M,0,0,0,1,Low,0
30,25 - 45,Other,Male,0,F,0,0,0,1,Low,0
20,Less than 25,Caucasian,Male,0,F,0,0,2,4,Low,0
24,Less than 25,African-American,Female,1,M,0,0,0,5,Medium,1
36,25 - 45,African-American,Female,1,M,0,0,0,2,Low,0
83,Greater than 45,Hispanic,Male,0,M,0,0,0,1,Low,0
28,25 - 45,Caucasian,Male,2,F,0,0,0,6,Medium,0
36,25 - 45,African-American,Male,3,F,0,0,0,2,Low,1
33,25 - 45,African-American,Female,0,M,0,0,0,2,Low,0
39,25 - 45,African-American,Male,0,F,0,0,0,3,Low,0
29,25 - 45,Other,Male,3,M,0,0,0,7,Medium,0
30,25 - 45,African-American,Male,17,F,0,0,0,10,High,1
24,Less than 25,African-American,Male,1,F,0,0,0,1,Low,1
35,25 - 45,African-American,Male,7,F,0,0,0,6,Medium,0
24,Less than 25,African-American,Male,0,F,0,0,1,3,Low,0
26,25 - 45,Caucasian,Male,8,F,0,0,0,4,Low,0
28,25 - 45,African-American,Male,14,F,0,0,0,7,Medium,1
32,25 - 45,African-American,Male,0,M,0,0,0,5,Medium,0
32,25 - 45,Caucasian,Female,1,M,0,0,0,3,Low,1
33,25 - 45,African-American,Male,5,M,0,0,0,8,High,1
29,25 - 45,African-American,Male,16,F,0,1,0,10,High,0
34,25 - 45,Caucasian,Male,1,M,0,0,0,3,Low,1
37,25 - 45,Other,Female,0,M,0,0,0,1,Low,1
43,25 - 45,Caucasian,Male,0,M,0,0,0,1,Low,0
47,Greater than 45,Caucasian,Male,2,F,0,0,0,4,Low,0
25,25 - 45,African-American,Male,3,M,0,0,0,6,Medium,1
23,Less than 25,African-American,Female,1,F,0,0,0,3,Low,0
39,25 - 45,Caucasian,Male,2,M,0,0,0,2,Low,0
35,25 - 45,African-American,Male,13,F,0,0,0,8,High,1
33,25 - 45,Other,Male,0,F,0,0,0,1,Low,0
21,Less than 25,Other,Male,0,F,0,0,0,3,Low,1
43,25 - 45,African-American,Male,20,F,1,0,0,8,High,0
25,25 - 45,African-American,Male,3,F,0,1,1,8,High,1
48,Greater than 45,African-American,Male,25,F,1,0,0,10,High,1
22,Less than 25,African-American,Male,1,M,0,0,1,7,Medium,1
52,Greater than 45,African-American,Male,9,M,1,0,0,8,High,1
26,25 - 45,Caucasian,Male,5,F,0,0,0,4,Low,1
67,Greater than 45,African-American,Male,4,M,0,0,0,7,Medium,1
34,25 - 45,African-American,Male,4,M,0,0,0,2,Low,0
56,Greater than 45,Caucasian,Male,4,M,0,0,0,1,Low,0
28,25 - 45,African-American,Male,1,F,0,0,0,4,Low,1
29,25 - 45,African-American,Male,2,M,0,0,0,4,Low,0
37,25 - 45,African-American,Male,6,F,0,0,0,5,Medium,1
43,25 - 45,Other,Male,3,F,0,0,0,2,Low,0
51,Greater than 45,Caucasian,Male,0,F,0,0,0,1,Low,0
20,Less than 25,African-American,Male,1,M,0,0,1,7,Medium,1
26,25 - 45,Caucasian,Male,4,M,0,0,0,7,Medium,1
39,25 - 45,Caucasian,Female,1,M,0,0,0,2,Low,1
21,Less than 25,African-American,Male,1,F,0,0,1,8,High,0
21,Less than 25,African-American,Male,1,F,0,1,1,9,High,1
24,Less than 25,Caucasian,Male,3,F,0,2,0,4,Low,1
26,25 - 45,African-American,Male,4,M,0,1,0,8,High,1
48,Greater than 45,Caucasian,Male,1,F,0,0,0,2,Low,0
24,Less than 25,African-American,Male,5,F,0,1,0,5,Medium,1
26,25 - 45,Caucasian,Male,0,F,0,0,0,4,Low,0
46,Greater than 45,Caucasian,Male,0,F,0,0,0,1,Low,0
24,Less than 25,African-American,Male,7,M,0,1,1,9,High,0
21,Less than 25,Caucasian,Female,0,M,0,0,0,5,Medium,0
24,Less than 25,African-American,Male,1,F,0,0,0,3,Low,1
36,25 - 45,African-American,Male,9,M,0,0,0,8,High,0
30,25 - 45,African-American,Male,5,F,0,0,0,4,Low,1
22,Less than 25,Caucasian,Female,1,F,0,0,0,6,Medium,0
25,25 - 45,African-American,Male,0,F,0,0,0,9,High,1
31,25 - 45,African-American,Male,25,M,0,3,0,8,High,1
24,Less than 25,African-American,Male,0,F,0,0,0,4,Low,0
39,25 - 45,African-American,Male,13,F,0,0,0,8,High,1
46,Greater than 45,Other,Male,0,F,0,0,0,1,Low,0
30,25 - 45,African-American,Female,4,F,0,0,0,3,Low,0
40,25 - 45,Caucasian,Male,0,F,0,0,0,2,Low,0
52,Greater than 45,African-American,Female,0,F,0,0,0,1,Low,0
23,Less than 25,African-American,Male,3,F,1,0,1,9,High,0
26,25 - 45,African-American,Female,1,M,0,0,0,2,Low,0
22,Less than 25,Caucasian,Male,1,F,0,1,0,8,High,1
42,25 - 45,Caucasian,Male,3,F,0,0,0,4,Low,0
23,Less than 25,African-American,Male,6,F,0,3,1,10,High,1
33,25 - 45,Other,Male,4,F,0,0,0,3,Low,1
28,25 - 45,African-American,Male,1,F,0,0,0,3,Low,0
50,Greater than 45,Caucasian,Male,1,F,0,0,0,1,Low,0
32,25 - 45,African-American,Male,1,F,0,0,0,7,Medium,0
24,Less than 25,Hispanic,Male,3,F,0,0,0,6,Medium,1
51,Greater than 45,African-American,Male,3,F,0,0,0,2,Low,0
19,Less than 25,Caucasian,Male,1,M,0,0,0,4,Low,1
32,25 - 45,African-American,Male,4,F,0,0,0,5,Medium,0
31,25 - 45,Caucasian,Female,1,F,0,0,0,3,Low,1
29,25 - 45,African-American,Female,1,F,0,0,0,5,Medium,0
43,25 - 45,Hispanic,Male,0,M,0,0,0,1,Low,0
26,25 - 45,African-American,Male,9,F,0,0,0,7,Medium,1
27,25 - 45,Caucasian,Male,0,F,0,0,0,10,High,1
52,Greater than 45,Caucasian,Male,1,F,0,0,0,1,Low,1
27,25 - 45,Hispanic,Male,1,M,0,0,0,1,Low,0
57,Greater than 45,Hispanic,Female,1,M,0,0,0,2,Low,0
28,25 - 45,African-American,Male,3,M,0,0,0,6,Medium,1
32,25 - 45,African-American,Male,3,F,0,0,0,1,Low,1
27,25 - 45,African-American,Male,5,M,0,0,0,3,Low,1
45,Greater than 45,Hispanic,Male,0,M,0,0,0,1,Low,1
42,25 - 45,Caucasian,Female,0,M,0,0,0,1,Low,0
33,25 - 45,African-American,Male,0,F,0,0,0,2,Low,1
28,25 - 45,Caucasian,Female,3,M,0,0,1,4,Low,0
53,Greater than 45,Caucasian,Female,0,M,0,0,0,1,Low,0
24,Less than 25,Caucasian,Male,0,F,0,0,0,2,Low,0
28,25 - 45,Hispanic,Male,1,F,0,0,0,2,Low,0
28,25 - 45,Hispanic,Male,1,F,0,0,0,5,Medium,0
39,25 - 45,African-American,Male,6,M,0,0,1,7,Medium,1
22,Less than 25,African-American,Male,1,F,0,0,0,7,Medium,1
46,Greater than 45,African-American,Male,2,F,0,0,0,2,Low,1
25,25 - 45,African-American,Male,0,M,0,0,0,2,Low,0
52,Greater than 45,Caucasian,Male,1,F,0,0,0,5,Medium,0
28,25 - 45,African-American,Male,4,M,0,0,0,2,Low,1
57,Greater than 45,Caucasian,Female,1,F,0,0,0,1,Low,1
49,Greater than 45,African-American,Male,3,F,0,0,0,1,Low,1
21,Less than 25,African-American,Male,2,F,0,0,0,9,High,1
32,25 - 45,African-American,Male,19,F,0,0,0,10,High,1
63,Greater than 45,African-American,Male,3,M,0,0,0,9,High,0
29,25 - 45,Caucasian,Male,2,F,0,0,0,3,Low,0
46,Greater than 45,African-American,Male,0,M,0,0,0,1,Low,0
28,25 - 45,African-American,Male,10,M,0,0,0,7,Medium,1
27,25 - 45,African-American,Male,1,F,0,0,0,2,Low,0
69,Greater than 45,Hispanic,Female,0,M,0,0,0,1,Low,0
47,Greater than 45,Hispanic,Male,0,M,0,0,0,1,Low,0
45,Greater than 45,Hispanic,Male,1,F,0,0,0,3,Low,0
33,25 - 45,Caucasian,Female,1,M,0,0,0,1,Low,0
27,25 - 45,Hispanic,Female,0,M,0,0,0,2,Low,1
32,25 - 45,African-American,Male,14,F,0,0,0,9,High,1
24,Less than 25,African-American,Male,2,F,0,0,0,7,Medium,0
26,25 - 45,African-American,Male,5,F,0,0,0,10,High,1
47,Greater than 45,Hispanic,Male,0,M,0,0,0,4,Low,0
25,25 - 45,Caucasian,Male,1,F,0,0,0,5,Medium,0
21,Less than 25,African-American,Male,1,F,0,0,0,8,High,0
25,25 - 45,African-American,Male,2,M,0,0,0,2,Low,1
22,Less than 25,African-American,Male,6,F,1,1,0,7,Medium,1
26,25 - 45,Caucasian,Female,0,F,0,0,0,6,Medium,0
20,Less than 25,Caucasian,Male,0,F,0,0,0,4,Low,0
30,25 - 45,African-American,Male,1,M,0,0,0,5,Medium,1
45,Greater than 45,African-American,Male,0,F,0,0,0,5,Medium,1
33,25 - 45,African-American,Male,7,F,0,0,0,7,Medium,1
35,25 - 45,Caucasian,Male,2,F,0,0,0,1,Low,0
41,25 - 45,Caucasian,Male,5,F,0,0,0,1,Low,0
23,Less than 25,Caucasian,Male,0,M,0,0,0,3,Low,0
21,Less than 25,Caucasian,Female,0,M,0,1,0,5,Medium,1
54,Greater than 45,African-American,Male,0,F,0,0,0,1,Low,0
27,25 - 45,African-American,Male,10,F,0,0,0,6,Medium,1
22,Less than 25,Caucasian,Male,0,M,0,0,0,3,Low,0
21,Less than 25,Hispanic,Female,0,M,0,0,0,7,Medium,1
23,Less than 25,African-American,Male,2,F,0,0,0,6,Medium,1
30,25 - 45,Hispanic,Male,1,M,0,0,0,1,Low,0
36,25 - 45,African-American,Male,5,M,0,0,0,8,High,1
29,25 - 45,African-American,Male,10,F,0,0,1,7,Medium,1
54,Greater than 45,African-American,Male,4,M,0,0,0,5,Medium,1
22,Less than 25,Caucasian,Male,2,M,0,0,0,5,Medium,1
26,25 - 45,African-American,Male,0,M,0,0,0,4,Low,1
20,Less than 25,African-American,Female,0,F,0,0,0,4,Low,0
52,Greater than 45,African-American,Male,6,M,0,0,0,1,Low,1
29,25 - 45,African-American,Male,0,F,0,0,0,1,Low,0
23,Less than 25,African-American,Female,6,M,0,0,0,7,Medium,0
35,25 - 45,African-American,Male,1,M,0,0,0,1,Low,0
32,25 - 45,Caucasian,Male,8,F,0,0,0,9,High,1
21,Less than 25,African-American,Male,1,M,0,0,0,7,Medium,1
25,25 - 45,Hispanic,Male,0,F,0,0,0,3,Low,0
30,25 - 45,African-American,Male,4,M,0,0,0,4,Low,1
30,25 - 45,African-American,Female,3,F,0,0,0,4,Low,0
23,Less than 25,African-American,Male,2,F,0,0,0,7,Medium,1
32,25 - 45,Caucasian,Male,8,F,1,0,0,4,Low,0
29,25 - 45,African-American,Male,6,F,0,0,0,10,High,1
42,25 - 45,Caucasian,Male,0,M,0,0,0,1,Low,0
21,Less than 25,African-American,Male,0,F,0,0,1,8,High,1
22,Less than 25,African-American,Female,0,M,0,0,0,3,Low,0
